-0.289969;0.082561;0.627847;10.024654;0
-0.282321;0.087380;0.633690;10.024654;0
-0.273797;0.087361;0.633690;10.024654;0
-0.261441;0.082233;0.639025;10.024654;0
-0.251588;0.066714;0.639025;10.024654;0
-0.241373;0.055981;0.639025;10.024654;0
-0.231021;0.057370;0.643847;10.024654;0
-0.220176;0.066345;0.643847;10.024654;0
-0.206495;0.068671;0.648174;10.024654;0
-0.194668;0.069346;0.648174;10.024654;0
-0.183433;0.076807;0.652043;10.024654;0
-0.172438;0.090484;0.652043;10.024654;0
-0.161314;0.107914;0.655516;10.024654;0
-0.146995;0.122827;0.655516;10.024654;0
-0.136337;0.116478;0.658678;10.024654;0
-0.125951;0.106756;0.658678;10.024654;0
-0.115706;0.100540;0.661636;10.024654;0
-0.105958;0.103515;0.661636;10.024654;0
-0.093355;0.110099;0.661636;10.024654;0
-0.084342;0.100085;0.664519;10.024654;0
-0.075875;0.089194;0.664519;10.024654;0
-0.067484;0.087005;0.667474;10.024654;0
-0.059585;0.089189;0.667474;10.024654;0
-0.049567;0.077537;0.670663;10.024654;0
-0.042402;0.072461;0.670663;10.024654;0
-0.035725;0.075430;0.674261;10.024654;0
-0.029269;0.085286;0.674261;10.024654;0
-0.023088;0.087458;0.678445;10.024654;0
-0.017181;0.081741;0.678445;10.024654;0
-0.009841;0.081606;0.683392;10.024654;0
-0.004662;0.088591;0.683392;10.024654;0
0.000412;0.087431;0.689269;10.024654;0
0.005205;0.081112;0.689269;10.024654;0
0.009861;0.079360;0.696223;10.024654;0
0.015661;0.087189;0.696223;10.024654;0
0.019878;0.091967;0.704372;10.024654;0
0.023955;0.085592;0.704372;10.024654;0
0.027863;0.079177;0.713801;10.024654;0
0.031600;0.076706;0.713801;10.024654;0
0.035177;0.081602;0.724547;10.024654;0
0.039628;0.089296;0.724547;10.024654;0
0.043115;0.083998;0.724547;10.024654;0
0.046688;0.079300;0.736599;10.024654;0
0.050441;0.082105;0.736599;10.024654;0
0.054726;0.086653;0.749890;10.024654;0
0.061912;0.076348;0.749890;10.024654;0
0.068852;0.070374;0.764294;10.024654;0
-1.000000;0.071238;0.764294;10.024654;0
-1.000000;0.083225;0.779629;10.024654;0
-1.000000;0.089311;0.779629;10.024654;0
-1.000000;0.090820;0.779629;10.024654;0
-1.000000;0.094421;0.795675;10.024654;0
-1.000000;0.101516;0.795675;10.024654;0
-1.000000;0.111141;0.795675;10.024654;0
-1.000000;0.122369;0.812197;10.024654;0
-1.000000;0.121910;0.812197;10.024654;0
-1.000000;0.120610;0.828962;10.024654;0
-1.000000;0.123074;0.828962;10.024654;0
-1.000000;0.129836;0.828962;10.024654;0
-1.000000;0.133947;0.845741;10.024654;0
-1.000000;0.131753;0.845741;10.024654;0
-1.000000;0.131332;0.845741;10.024654;0
-1.000000;0.134357;0.845741;10.024654;0
-1.000000;0.141747;0.862316;10.024654;0
-0.984941;0.150966;0.862316;10.024654;0
-0.966317;0.147578;0.862316;10.024654;0
-0.946785;0.141843;0.878487;10.024654;0
-0.926309;0.139082;0.878487;10.024654;0
-0.904614;0.141742;0.878487;10.024654;0
-0.875167;0.151320;0.894071;10.024654;0
-0.851350;0.150977;0.894071;10.024654;0
-0.827773;0.148130;0.894071;10.024654;0
-0.802945;0.147510;0.894071;10.024654;0
-0.771155;0.151961;0.908905;10.024654;0
-0.746492;0.151640;0.908905;10.024654;0
-0.721699;0.147435;0.908905;10.024654;0
-0.696542;0.145826;0.922852;10.024654;0
-0.662629;0.149844;0.922852;10.024654;0
-0.637379;0.157502;0.922852;10.024654;0
-0.612620;0.157873;0.922852;10.024654;0
-0.587678;0.148232;0.935794;10.024654;0
-0.563693;0.139043;0.935794;10.024654;0
-0.532871;0.136580;0.935794;10.024654;0
-0.510148;0.143206;0.947638;10.024654;0
-0.487832;0.149714;0.947638;10.024654;0
-0.465550;0.144187;0.947638;10.024654;0
-0.445039;0.135591;0.947638;10.024654;0
-0.417603;0.127709;0.958313;10.024654;0
-0.397526;0.128850;0.958313;10.024654;0
-0.378365;0.124417;0.958313;10.024654;0
-0.359870;0.113830;0.958313;10.024654;0
-0.342095;0.105582;0.967770;10.024654;0
-0.319010;0.107858;0.967770;10.024654;0
-0.302347;0.119290;0.967770;10.024654;0
-0.286699;0.127301;0.975981;10.024654;0
-0.271512;0.121952;0.975981;10.024654;0
-0.251904;0.112823;0.975981;10.024654;0
-0.237406;0.111326;0.975981;10.024654;0
-0.223613;0.114566;0.982938;10.024654;0
-0.210213;0.114842;0.982938;10.024654;0
-0.196998;0.104963;0.982938;10.024654;0
-0.180521;0.097311;0.988652;10.024654;0
-0.168299;0.099832;0.988652;10.024654;0
-0.156818;0.102919;0.988652;10.024654;0
-0.145286;0.095190;0.988652;10.024654;0
-0.134163;0.086121;0.993149;10.024654;0
-0.123432;0.080265;0.993149;10.024654;0
-0.110186;0.083874;0.993149;10.024654;0
-0.100517;0.088716;0.996471;10.024654;0
-0.090973;0.081304;0.996471;10.024654;0
-0.081770;0.070998;0.996471;10.024654;0
-0.069946;0.058789;0.996471;10.024654;0
-0.061367;0.039761;0.998675;10.024654;0
-0.053161;0.022565;0.998675;10.024654;0
-0.045293;0.006028;0.998675;10.024654;0
-0.037891;-0.004530;0.998675;10.024654;0
-0.028476;0.008409;0.998675;10.024654;0
-0.021670;0.035251;0.998675;10.024654;0
-0.015337;0.057964;0.998675;10.024654;0
-0.009149;0.075201;0.999826;10.024654;0
-0.003128;0.090685;0.999826;10.024654;0
0.004409;0.111054;0.999826;10.024654;0
0.009992;0.126405;0.999826;10.024654;0
0.015109;0.125603;1.000000;10.024654;0
0.020206;0.116889;1.000000;10.024654;0
0.025085;0.109256;1.000000;10.024654;0
0.031111;0.099873;0.999278;10.024654;0
0.035452;0.083381;0.999278;10.024654;0
0.039577;0.068244;0.999278;10.024654;0
0.043546;0.062015;0.999278;10.024654;0
0.047173;0.063252;0.997747;10.024654;0
0.051959;0.057589;0.997747;10.024654;0
0.055254;0.053110;0.997747;10.024654;0
0.058629;0.054433;0.997747;10.024654;0
0.061884;0.060497;0.992609;10.024654;0
0.066516;0.064908;0.992609;10.024654;0
0.070691;0.055118;0.992609;10.024654;0
0.075597;0.044595;0.989178;10.024654;0
-0.026523;0.059830;0.989178;10.024654;0
-0.028451;0.059133;0.989178;10.024654;0
-0.031107;0.058482;0.989178;10.024654;0
-0.033113;0.050257;0.985271;10.024654;0
-0.035095;0.046944;0.985271;10.024654;0
-0.036994;0.055986;0.985271;10.024654;0
-0.038851;0.076019;0.980931;10.024654;0
-0.040565;0.097715;0.980931;10.024654;0
-0.042490;0.103537;0.980931;10.024654;0
-0.043702;0.105171;0.980931;10.024654;0
-0.044745;0.110924;0.976177;10.024654;0
-0.045632;0.121503;0.976177;10.024654;0
